web-scraper-order,web-scraper-start-url,restaurant_name,lunch_price,lunch_menu,dinner_price,dinner_menu
"1529980372-271","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Hot House Restaurant & Bar","$23 Lunch","$23 LunchPlus taxes and gratuityappetizerPEAR VICHYSSOISE (vegetarian)
Traditional cold soup of leek, potato and cream, roasted Bosc pear
or
HOTHOUSE CAESAR
Hearts of romaine with HotHouse ""triple garlic"" dressing, herbed croutons, crisp bacon
or
MEDITERRANEAN TRIO (vegetarian)
Humus, olive tapenade and labneh dip trio, grilled naan bread
main
CHICKEN SCHNITZEL
Lightly breaded and pan seared chicken breast served on a pretzel bun with curly endive, house made beer mustard, side of Bavarian potato salad
or
SHRIMP & MANGO SALAD
Grilled shrimp skewer, julienne of heirloom carrots, English cucumber, fresh mango slices & red bell peppers over spring mix, and cilantro, mango ginger dressing
or
""SLO AND LO"" SHORT RIB MEATBALL (local)
Balderson Cheddar stuffed and hand rolled short rib meatball simmered in a sweet onion and dark ale sauce, served over mashed potatoes, wilted spinach
or
MARGHERITA PIZZA  (vegetarian)
Hand stretched thin crust pizza, house made pizza sauce, Fior di Latte, fresh basil
desserts
RASPBERRY SORBET
fresh mint
or
CRÈME BRULEE
Coconut and green cardamom scented custard, torched top
or
LEMON CURD TART
Individual serving of lemon curd tart, blueberry compote","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerPEAR VICHYSSOISE
Traditional cold soup of leek, potato and cream, roasted Bosc pear
or
HOTHOUSE CAESAR
Hearts of romaine with HotHouse ""triple garlic"" dressing, herbed croutons, crisp bacon
or
MEDITERRANEAN TRIO
Humus, olive tapenade and labneh dip trio, grilled naan bread
main
CAVOLFIORE CARBONARA (vegetarian)
Roasted cauliflower, porcini and cremini mushroom medley, over casareccia pasta, creamy carbonara sauce
or
TANDOORI SPICED SALMON
Served with basmati rice, house vegetables
or
GNOCCHI SALSICCIA
Sweet Italian sausage, roasted fennel, roasted red peppers, over potato gnocchi, house tomato sauce
or
BRICK CHICKEN
Marinated half chicken, grilled and served with apricot mint chutney,sautéed corn, lima bean, onion, zucchini and okra succotash, Mexican spiced pearl couscous
desserts
RASPBERRY SORBET
fresh mint
or
CRÈME BRULEE
Coconut and green cardamom scented custard served with a traditional torched top
or
LEMON CURD TART
Individual serving of lemon curd tart, blueberry compote"
"1529980372-265","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Globe Bistro","$28 Lunch","$28 LunchPlus taxes and gratuityappetizerChilled Summer Herb Vichyssoise  (vegetarian/local)
Marinated peppers, cherry tomatoes, crème fraîche, charred croutons, fresh herbs
or
Tomato Salad  (vegetarian/local)
Tomatoes, compressed watermelon, whipped feta, red onion, dukkah spice, basil
or
Braised Short Rib  (local)
Black bean sauce, pickled mushrooms, pea purée, rice chips
or
East Coast Lobster Fritters
Charred corn salad, spicy aioli, pepper cress
main
Sake Kasu Marinated Pork Loin  (local)
Turnip purée, soy barley salad, ginger plum preserve, spinach
or
White Perch  (local)
Thai curry, bok choy, sugar snap peas, chili, wild rice, cilantro
or
Ricotta Gnocchi ""Carbonara"" (vegetarian/local)
Roasted mushrooms, peas, pangrattato, egg yolks, parsley, Toscana cheese
or
Alberta Beef Tenderloin  (local)
Smoked potatoes, wild leek aioli, braised kale
or
Summer Veggie Bowl  (vegetarian/local)
Cauliflower, chickpeas, cucumber, radish, yogurt dressing, walnut butter, couscous, parsley mint salad, za'atar
desserts
Strawberry Cheesecake  (vegetarian/local)
Strawberry coulis, short cake crumb, fresh cream
or
Niagara Cherry Sorbet  (vegan/local)
Cherry sorbet, dark chocolate, vanilla ""cream""
or
Milk Chocolate Mousse  (vegetarian/local)
Peach compote, hazelnut dacquoise","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerChilled Summer Herb Vichyssoise  (vegetarian/local)
Marinated peppers, cherry tomatoes, crème fraîche, charred croutons, fresh herbs
or
Tomato Salad  (vegetarian/local)
Tomatoes, compressed watermelon, whipped feta, red onion, dukkah spice, basil
or
Braised Short Rib (local)
Black bean sauce, pickled mushrooms, pea purée, rice chips
or
East Coast Lobster Fritters
Charred corn salad, spicy aioli, pepper cress
main
Sake Kasu Marinated Pork Loin  (local)
Turnip purée, soy barley salad, ginger plum preserve, spinach
or
White Perch  (local)
Thai curry, bok choy, sugar snap peas, chili, wild rice, cilantro
or
Ricotta Gnocchi ""Carbonara"" (vegetarian/local)
Roasted mushrooms, peas, pangrattato, egg yolks, parsley, Toscana cheese
or
Alberta Beef Tenderloin  (local)
Smoked potatoes, wild leek aioli, braised kale (local)
or
Summer Veggie Bowl  (vegetarian/local)
Cauliflower, chickpeas, cucumber, radish, yogurt dressing, walnut butter, couscous, parsley mint salad, za'atar
desserts
Strawberry Cheesecake  (vegetarian/local)
Strawberry coulis, short cake crumb, fresh cream
or
Niagara Cherry Sorbet (vegan/local)
Cherry sorbet, dark chocolate, vanilla ""cream""
or
Milk Chocolate Mousse  (vegetarian/local)
Peach compote, hazelnut dacquoise"
"1529980372-370","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","The Fifth & Terrace","null","null","$53 Dinner","$53 DinnerPlus taxes and gratuityappetizerProsciutto & Fig Salad
soft boiled quail egg, aged balsamic
or
Shrimp Ceviche
heirloom tomato, arugula, lemon
or
Roasted Beet Salad (vegetarian/local)
pistachio, pickled melon, ricotta, 100km salad greens
main
Grilled Grass Fed Ontario Beef Tenderloin (local)
polenta, cherry tomato gremolata
or
Charred Octopus
summer caponata, crunchy chickpeas, orange
or
Drunken Spaghetti (vegetarian)
rapini, aglio olio
desserts
Milk & Honey Panna Cotta (vegetarian/local)
saffron, Ontario strawberry compote, pistachio praline
or
Lavender Cassata (vegetarian)
local ricotta, amaretto, lavender
or
Torta Caprese (vegetarian)
almond, blueberry"
"1529980372-318","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Mochica","null","null","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerCAUSA LIMEÑA DE CANGREJO
Layered potato dish with crab, avocado, huancaína sauce (milk and cheese)
or
TIRADITO DE CORVINA
Peruvian Corvina (Nikkei Peruvian-Japanese sashimi grade), yellow tiger milk passion fruit, aji limo,
cancha, choclo, sliced aji limo, cilantro and cochayuyo (seaweed)
or
CARPACCIO DE ALPACA
Thinly sliced alpaca steak, olive oil, chapa pepper, fleur de sel, avocado, onions
or
TAMALITO VERDE  (vegan)
A banana leaf stuffed with choclo & cilantro, Peruvian black olive, huacatay pesto, arugula
main
CORVINA  A  LO  MACHO
Seared Corvina topped with fresh shell¿sh and accompanied by a brandade of cod and cassava.
Served with a spicy rocoto chili sauce, vegetables
or
PACHAMANCA  3  Carnes
Clay pot, piglet , angus beef, chicken slowly cooked with Andean herbs, yam,fava beans, choclo
or
JUANES DE POLLO
Rice tamale stuffed with marinated chicken leg in Amazonian style sauce. Cooked in bijao leaf, egg and black olives
or
CHAUFA DE QUINUA Y TOFU  (vegan)
Quinoa sautéed with ginger, vegetables, soy sauce and marinated fried tofu on yellow pepper
desserts
SUSPIRO DE LIMEÑA
Milk, dulce de leche, egg yolk, Chantilly, Porto
or
BUDIN
Bread pudding with varamel & exotic dried fruits
or
PIÑA CAYENA  (vegan)
Baked pineapple with ancestral sugar cane, anise, cloves, cinnamon and pisco
or
PISCO PURO"
"1529980372-340","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Prohibition Gastrohouse","$23 Lunch","$23 LunchPlus taxes and gratuityappetizerSoup of the Day
Served with House-Baked Biscuit
or
Kale Caesar (can be made vegetarian)
Kale, Garlic Croutons, Cured Egg Yolk, Bacon Lardons, Parmigiano-Reggiano, Creamy Caesar Dressing
or
Mini Haute Poutine (can be made without duck)
Duck Confit, PQ Curds, DF Frites, Duck Gravy, Demi-Glace, Duck Crackling
main
Fully Loaded Smash Burger
Fresh-Ground, Free-Range, Local Beef, Aged Cheddar, Tomato-Dijon Mayo,
Bacon Jam, Crispy Onion, Dill Pickle, Served with DF Frites or Artisanal Greens
or
The Huge Fatty  (vegetarian)
Kale, Spinach, Baby Arugula, Frisee, Broccoli, Asparagus, Beets, Olives, Flax, Sunflower Seeds, Almonds, Shaved Parmegiano-Reggiano, Smashed-Avocado, Fresh Lime Juice & MCT Oil Dressed
or
TO's Best Truffle Mac & Cheese (vegetarian)  (can be made vegan)
Pasta di Gragnano Italian Artisan Pasta, Boschetto al Tartufo, Gruyère, Emmenthal,
Black Truffle Paste, Fresh Herbs, Truffle Oil, Shallots, Buttery Biscuit Crust
or
Inside-Out Pulled Pork Grilled Cheese  (can be made vegetarian)
House-Smoked Maple Bourbon BBQ Pork Butt, Applewood Smoked Cheddar, Parmegiano-Reggiano-Encrusted Sourdough, Raspberry-Jalapeño Compote
desserts
Lemon Curd Pavlova  (vegetarian)
Meringue, Lemon Curd, Blueberries, Whipped Cream (vegetarian)
or
Vegan Cherry Cheesecake  (vegan)
Oat, Almond & Maple Syrup Crust, Cashew & Coconut Cream Filling,
Cherries and Coconut Whipped Cream
or
The Black Beast  (vegetarian)
Flourless Chocolate Torte, Fresh Raspberries, Coconut Whipped Cream","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerKaraage Chicken
Potato Starch-Encrusted Japanese Fried Chicken, Toasted Sesame Seeds, Pickled Chili, Scallions, Served with Side Maple-Chili Glace
or
Truffle Pâté
Truffle-Infused Chicken Liver Pâté, Flatbread Soldiers, Accompaniments
or
Salmon Sashimi
Citrus & Soy Marinated Sushi-Grade Salmon, Ginger, Chives, Hot Sesame Oil & Roasted Sesame Seeds
or
Kale Caesar  (can be made vegetarian)
Kale, Garlic Croutons, Cured Egg Yolk, Bacon Lardons, Parmigiano-Reggiano, Creamy Caesar Dressing
main
Seared Salmon Nicoise
Sushi-Grade Seared Salmon Filet, Buttered Haricot Verte, Olives, Egg, Baby Potatoes, Grilled Tomatoes, Lemon Tomato Vierge
or
TO's Best Truffle Mac & Cheese  (vegetarian)  (can be made vegan)
Pasta di Gragnano Italian Artisan Pasta, Boschetto al Tartufo, Gruyère, Emmenthal, Black Truffle Paste, Fresh Herbs, Truffle Oil, Shallots, Buttery Biscuit Crust
or
The Rib
36-Hour Sous-Vide & House-Smoked & Sugar-Free Maple Bourbon BBQ Beef Short Rib,  Loaded Cauliflower Mash, Parmigiano-Reggiano Baked Asparagus
or
The Funghi   (vegetarian)
Sautéed Woodland Mushrooms, Grand Chevalier Goat, Starsky & Hench Gouda, Pecorino Romano, Garlic Hummus, Caramelized Onion, Fresh Herbs, Truffle Oil, Arugula
or
The Gotham
A Chopped Salad of Sous Vide Chicken Breast, Bacon Lardons, Berkshire Ham, Hard-Boiled Eggs, Tomato Concasse, Gruyere, Iceberg Lettuce, Beets. Served with Homemade Thousand Island Dressing
desserts
Lemon Curd Pavlova  (vegetarian)
Meringue, Lemon Curd, Blueberries, Whipped Cream
or
Vegan Cherry Cheesecake  (vegan)
Oat, Almond & Maple Syrup Crust, Cashew & Coconut Cream Filling, Cherries and Coconut Whipped Cream
or
The Black Beast  (vegetarian)
Flourless Chocolate Torte, Fresh Raspberries, Coconut Whipped Cream"
"1529980372-258","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","FIGO","$28 Lunch","$28 LunchPlus taxes and gratuityappetizerCHILLED SUMMER VEGETABLE MINESTRONE
Fregola, vegetables, basil pesto, tomato water
or
HOUSE MADE RICOTTA
Truffle honey, lemon, crisp crostini
or
HEIRLOOM TOMATO CAPRESE
Ontario tomatoes, buffalo mozzarella, basil, balsamic
main
SPAGHETTI A LIMONE
House made spaghetti, spinach, capers, lemon, parmesan
or
MARGHERITA PIZZA
San Marzano tomato, mozzarella, basil
or
GRILLED BRANZINO
Crushed fingerling potatoes, fennel, salsa verde, lemon
or
MEATBALL PUCCIA
Braised meatballs, basil, mozzarella, arugula salad
desserts
PANNACOTTA
Balsamic strawberries, mint
or
TIRAMISU
Chocolate, coffee, mascarpone
or
CHOCOLATE ALMOND TORTA
Caramel sauce, vanilla gelato","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerCHILLED SUMMER VEGETABLE MINESTRONE
Fregola, vegetables, basil pesto, tomato
or
HOUSE MADE RICOTTA
Truffle honey, lemon, crisp crostini
or
HEIRLOOM TOMATO CAPRESE
Ontario tomatoes, buffalo mozzarella, basil, balsamic
or
TUNA CARPACCIO
Caperberry, olive, pink peppercorn, fennel pollen
main
SPAGHETTI A LIMONE
House made spaghetti, spinach, capers, lemon, parmesan
or
GRILLED BRANZINO
Crushed fingerling potatoes, fennel, salsa verde, lemon
or
CHICKEN SCALOPPINE
Mushroom conserva, marsala, preserved tomato, basil
or
8oz WOOD OVEN FLANK STEAK
Truffle soft polenta, balsamic Cipollini agro dolce, arugula
desserts
PANNACOTTA
Balsamic strawberries, mint
or
TIRAMISU
Chocolate, coffee, mascarpone
or
CHOCOLATE ALMOND TORTA
Caramel sauce, vanilla gelato"
"1529980372-319","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Montgomery's","null","null","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizercold water shrimp + green sauce
or
duck liver pate, smoked mustard, turnips & pork rinds
or
kale, turnip, sheep milk cheese & mustard vinaigrette
main
trout, fermented leek & himrod grape vinegar with cabbage glazed in malt syrup & salted unripe grapes
or
dry aged p.e.i. shoulder steak with slow cooked green beans
or
rye berries, marinated mushrooms and watercress
desserts
apple tarte tatin with wild flower honey fro-yo
or
apricot sorbet + shortbread
or
1608 cheese from laiterie charlevoix & apple preserve"
"1529980372-302","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Local Kitchen & Wine Bar","null","null","$53 Dinner","$53 DinnerPlus taxes and gratuityappetizerKale, Crispy Prosciutto, Pear, Padano
or
Dandelion Salad, Wild Mushrooms, Salmoriglio, Parmigiano
or
Steak Tartare, Black Truffles, Pecorino
or
Fogo lsland Cod, Charred Corn, Romesco
or
Freshly-Pulled Mozzarella (served warm), Farm Salad
or
Chicken Liver Mousse, Warm Brioche, Cipollini Agrodolce
or
Poached Salmon, Potato Puree, Baby Onions
main
Fazzoletti stuffed with Mascarpone, Summer Truffles
or
Gnocchi, N'duja, Porcini, Crema
or
Pasta alla Chittara Squid Ink, Olives, Anchovies, Capers, Breadcrumbs
or
Rainbow Trout, Cucumber & Zucchini Salad, Mint
or
Flank Steak, Roasted Farm Vegetables, Gremolata
or
12oz Bone-in, Pork Chop Parmigiana, Garlic Bread
or
Torta di Fave, Summer Salad
desserts
Strawberry & Black Pepper Panna Cotta
or
Blueberry Beignets
or
Niagara Berry Gelato"
"1529980372-217","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Batch","$23 Lunch","$23 LunchPlus taxes and gratuityappetizerMini Cornish Pasty
Branston pickle, cilantro sprouts
or
Chilled Grape and Watermelon Soup
Seabuckthorn, borage cress
or
Goat Curd Mouse
Blackened apple, candied hazel nut, watercress
main
Smoked Pork Belly
Summer squash, broad beans, mint, wild blueberry and maple gastrique
or
Roasted Chili Prawns
Young mango and cantaloupe salad, smoked peanuts, shado benne (Vietnamese cilantro), nam prik
or
Spinach Parpadelle
Blilistered cherry tomato sauce, fresh herb persillade, grano padano crisp
desserts
Burnt Almond Lemon Posset
Meyer lemon curd, saskatoon berry compote
or
Glazed Apple Fritter
Sour cream glaze, spiced shortbread crumble
or
PB&J Ice Cream Sandwich
Roasted peanut butter cookie, strawberry sorbet, berry compote","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerMini Cornish Pasty
Branston pickle, cilantro sprouts
or
Chilled Grape and Watermelon Soup
Seabuckthorn, borage cress
or
Ontario Blue Cheese
Roasted squash puree, pickled shallots, toasted almonds, amaretto and IPA vinaigrette
main
Shepard’s Not Pie
Beer braised lamb, roasted turnips, aged welsh cheddar potato gratin, tomato conserva
or
Sea Bass
Sprouted lentils, ponzu butter sauce, cucumber and watercress salad
or
Spinach Parpadelle
Blistered cherry tomato sauce, fresh herb persillade, grano padano crisp
desserts
Burnt Almond Lemon Posset
Meyer lemon curd, saskatoon berry compote
or
Glazed Apple Fritter
Sour cream glaze, spiced shortbread crumble
or
PB&J Ice Cream Sandwich
Roasted peanut butter cookie, strawberry sorbet, berry compote"
"1529980372-216","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Barnsteiner's","$28 Lunch","$28 LunchPlus taxes and gratuityappetizerThe Barn Caesar
romaine, double smoked bacon, croutons, reggiano, caesar vinaigrette
or
Grilled Goat Cheese
dried fruit and berries, vine tomato, aged balsamic
or
Wild Mushroom Soup  (vegetarian/local)
truffle oil, chives
or
Chilled Gazpacho  (local)
tomatoes, peppers, shallots, snow crab, garlic croutons
or
Tuna Sashimi
crisp wonton, lime ponzu sauce
or
Chicken Liver Pate
grilled sourdough, apple-pear chutney, pickled onions
main
Lamb Tagine (local)
apricots, tomatoes, couscous, almonds, chickpeas
or
Daily Omelette
choice of homemade frites or artisan greens in a shallot vinaigrette
or
Georgian Bay White Fish (local)
on a vegetable bouillabaisse, tomato, fennel, peppers, spinach, sauce roiutte
or
Quinoa Stirfry with Summer Vegetables (vegetarian/local)
vegetables, pickled shitake mushrooms, sunflower seeds, soy-balsamic sauce
or
Creole Style Risotto
pulled chicken, andouille, sausage, shrimp, corn, tomatoes, roasted peppers, and oka chips
or
Mediterranean Seabass
stewed bell peppers, leek fondue, crisp potatoes
desserts
Chocolate Mousse
crushed hazelnuts, chocolate sauce
or
Passion Fruit Semifreddo
pineapple, coconut, caramel sauce
or
Crème Caramel
whipped cream, raspberries","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerBeef Tartar  (local)
potato chips, pistachio, mustard greens
or
Grilled Goat Cheese
dried fruit and berries, vine tomato, aged balsamic
or
Wild Mushroom Soup  (vegetarian/local)
truffle oil, chives
or
Chilled Gazpacho (local)
tomatoes, peppers, shallots, snow crab, garlic croutons
or
Tuna Sashimi
crisp wonton, lime ponzu sauce
or
BBQ Tiger Shrimps
mango, jicama, cucumber salad with pickled ginger
main
Lamb Tagine (local)
apricots, tomatoes, couscous, almonds, chickpeas
or
Whole Roasted Black Angus Striploin (local)
grilled asparagus, rosemary, roasted fingerling potatoes, onion confit, mushroom ragout
or
Georgian Bay White Fish (local)
on a vegetable bouillabaisse, tomato, fennel, peppers, spinach, sauce roiutte
or
Quinoa Stirfry with Summer Vegetables (vegetarian/local)
vegetables, pickled shitake mushrooms, sunflower seeds, soy-balsamic sauce
or
Creole Style Risotto
pulled chicken, andouille, sausage, shrimp, corn, tomatoes, roasted peppers, and oka chips
or
Mediterranean Seabass
stewed bell peppers, leek fondue, crisp potatoes
desserts
Chocolate Mousse
crushed hazelnuts, chocolate sauce
or
Passion Fruit Semifreddo
pineapple, coconut, caramel sauce
or
Crème Caramel
whipped cream, raspberries"
